"cursor","count","results__kind","results__description","results__avatar_url","results__subscribers","results__updated_at","results__repo","results__version","results__stars","results__owner","results__forks","results__dependency_count"
"","","element","Polymer element providing solution for loading fonts and catching google webfonts active (loaded) event","https://avatars0.githubusercontent.com/u/320529?v=3","1","2017-04-19T05:31:07Z","google-webfont-loader","v1.6.27","1","printminion","0","2"
"","","element","Add network resilience to widgets using iron-ajax","https://avatars0.githubusercontent.com/u/2128734?v=3","1","2017-03-22T19:44:40Z","hot-network","v0.2.75","2","mercmobily","0","2"
"","","element","Powerful steroid injection for iron-form: auto-save, auto-load, validation, and more","https://avatars0.githubusercontent.com/u/2128734?v=3","2","2017-04-04T06:56:55Z","hot-form","v0.3.12","5","mercmobily","0","4"
"","","element","Nice rating element build with iron-icons","https://avatars0.githubusercontent.com/u/530319?v=3","2","2017-01-19T15:49:20Z","paper-rating","1.2.1","2","mgibas","0","3"
"","","element","A webcomponent written with Polymer to list streamers in many services. You will be able to filter the results and define priority for a selected language.","https://avatars0.githubusercontent.com/u/724959?v=3","2","2017-04-04T16:49:41Z","streaming-list","v4.0.0","7","klarkc","1","23"
"","","element","A web-component Emulator for GameBoy Advanced console.","https://avatars0.githubusercontent.com/u/724959?v=3","2","2017-04-11T16:12:03Z","emulator-gba","v2.0.1","3","klarkc","0","4"
"","","element","A small Polymer element to show a random image from a given set.","https://avatars0.githubusercontent.com/u/3757913?v=3","1","2017-06-22T13:38:30Z","random-image","0.1.1","1","kilombo","0","2"
"","","element","Polymer element to share the current url","https://avatars0.githubusercontent.com/u/3757913?v=3","1","2016-12-18T20:54:38Z","share-url","0.1.0","0","kilombo","0","1"
"","","element","Web component for using the notifications API.","https://avatars2.githubusercontent.com/u/826613?v=3","1","2017-03-06T18:11:32Z","app-notifications","1.0.0","2","jifalops","0","1"
"","","element","A material design-style range-slider, composed of paper-slider elements","https://avatars2.githubusercontent.com/u/7607021?v=3","4","2017-05-31T13:05:31Z","paper-range-slider","v0.2.7","24","IftachSadeh","18","9"
"","","element","Polymer element for client geolocation lookup with freegeoip.net","https://avatars3.githubusercontent.com/u/22959000?v=3","1","2017-01-19T16:09:04Z","freegeoip-lookup","v0.1.0","1","HTMLElement","0","2"
"","","element","[Polymer 1.x] Element that enables a container to be pulled to provide a possible action.","https://avatars2.githubusercontent.com/u/23132649?v=3","2","2017-03-12T13:02:21Z","iron-pullable-container","1.0.0","11","GeoloeG","0","2"
"","","element","Polymer paper style token input","https://avatars1.githubusercontent.com/u/5244746?v=3","2","2016-11-23T17:14:33Z","exm-token-input","v1.0.14","4","exmg","1","14"
"","","element","null","https://avatars1.githubusercontent.com/u/24378?v=3","1","2017-04-30T23:02:23Z","grain-update-inline-style-behavior","v0.8.1","1","daKmoR","0","1"
"","","element","null","https://avatars3.githubusercontent.com/u/13587340?v=3","1","2016-11-04T21:45:41Z","bpmn-viewer","1.0.0","0","CloudyDirk","0","3"
"","","element","Is it Friday?","https://avatars3.githubusercontent.com/u/2454547?v=3","0","2017-06-07T09:30:42Z","bm-friday","v1.0.5","3","bjerkins","0","1"
"","","element","A switch control.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-03-02T04:10:03Z","nebula-switch","v2.0.1","1","arsnebula","1","5"
"","","element","A Polymer behavior to support checkbox and radio control capabilities.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-03-02T04:16:15Z","nebula-checked-behavior","v2.0.0","1","arsnebula","0","2"
"False:CvUDCrEBCo0BgP_-9wVdwhX0f__-jIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2ejYyRmp2Kk57QkZqdipOe0o-NkJiNmoyM_wBzf56NjJGanYqTntCRmp2Kk57Sj42QmI2ajIz_AP_-EJwEIQTdBJAdPBsZUABaCwnqSWo-aZWhEBACYPOju8ABEg1Eb2N1bWVudEluZGV4GvkBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmN1c3RvbS1lbGVtZW50cyIpIChJUyAibmFtZXNwYWNlIiAiIikgKElTICJpbmRleF9uYW1lIiAicmVwbyIpIChBTkQgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSkpOhkKDChOIG9yZGVyX2lkKRABGQAAAAAAAPD_ShkIAToSYnRpX2dlbmVyaWNfc2NvcmVyQOgH","1004","element","A standard or toggle button.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-04-15T15:20:38Z","nebula-button","v2.0.2","4","arsnebula","0","3"
"","","element","An alert dialog.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-04-04T16:54:35Z","nebula-alert","v2.1.0","2","arsnebula","0","6"
"","","element","Declaratively import HTML components when you're ready to use them","https://avatars0.githubusercontent.com/u/6374876?v=3","1","2017-06-26T05:34:40Z","lazy-import","v0.2.0","3","seaneking","1","1"
"","","element","Custom Element to help managing pages using polymer.","https://avatars0.githubusercontent.com/u/10869375?v=3","1","2017-05-22T08:32:20Z","ce-page-manager","v2.0.1","1","seijihirao","0","4"
"","","element","Session based routing and HTML lazy importing","https://avatars0.githubusercontent.com/u/1273247?v=3","1","2017-05-11T15:29:22Z","lazy-board","v2.0.1","1","Saneyan","1","2"
"","","element","Web component for making the inner text fit the width of the element","https://avatars2.githubusercontent.com/u/1911623?v=3","1","2017-06-21T11:19:43Z","full-width-text","v0.2.1","12","pomber","1","2"
"","","element","Material Design User Avatar","https://avatars3.githubusercontent.com/u/860012?v=3","2","2017-05-17T16:35:08Z","paper-userpicture","v1.0.0","1","petja","0","2"
"","","element","Polymer (ES6) wrapper of YouTube APIs as video feeds","https://avatars2.githubusercontent.com/u/13070349?v=3","1","2017-03-04T14:22:17Z","polymer-youtube-feed","v0.3.0","0","LasaleFamine","2","4"
"","","element","Polymer (ES6) wrapper of Twitter Widget Library for Timelines","https://avatars2.githubusercontent.com/u/13070349?v=3","1","2016-10-31T23:45:16Z","polymer-twitter-timeline","v0.2.0","2","LasaleFamine","1","2"
"","","element","A simple multi line (or dots) polygraph plotter","https://avatars2.githubusercontent.com/u/1014678?v=3","1","2017-01-25T18:49:13Z","poly-graph","v0.0.4","2","larsgk","1","2"
"","","element","yet another polymer datepicker","https://avatars1.githubusercontent.com/u/560568?v=3","1","2017-03-25T20:45:03Z","sched-datepicker","v0.0.11","3","edwardsharp","1","8"
"","","element","Great data table in material design","https://avatars0.githubusercontent.com/u/25048149?v=3","5","2017-06-09T12:18:07Z","bwt-datatable","1.0.11","22","bluewatertracks","4","11"
"","","element","An element providing access to battery status for cordova applications.","https://avatars1.githubusercontent.com/u/1523379?v=3","1","2016-07-12T20:47:10Z","cordova-battery","v1.2.2","0","adelarosab","0","2"
"","","element","Element to layout images making best use of available space.","https://avatars2.githubusercontent.com/u/809528?v=3","2","2017-07-01T16:58:28Z","scary-gallery","2.0.0","10","Scarygami","1","1"
"","","element","Polymer (ES6) external (or internal) library loader component","https://avatars2.githubusercontent.com/u/13070349?v=3","1","2017-03-04T14:19:23Z","polymer-lib-loader","v0.2.0","1","LasaleFamine","5","1"
"","","element","Polymer timeline element","https://avatars2.githubusercontent.com/u/3773855?v=3","1","2017-06-30T10:36:23Z","alto-timeline","v1.0.0","4","toshovski","1","3"
"","","element","A wrapper element for highlight.js","https://avatars0.githubusercontent.com/u/92611?v=3","1","2017-05-29T14:22:43Z","code-sample","v0.2.0","4","kcmr","0","1"
"","","element","Masonry-like Custom Element with sortable tiles that packs efficiently without changing HTML structure (changes CSS only).","https://avatars3.githubusercontent.com/u/7557694?v=3","18","2017-03-28T07:35:57Z","juicy-tile-list","1.4.0","35","Juicy","2","0"
"","","element","A Polymer e-commerce element for Magento 2","https://avatars0.githubusercontent.com/u/5509162?v=3","4","2017-07-04T06:17:13Z","magento-collect","v0.0.0","9","bobvanluijt","2","1"
"","","element","A progress bar control.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-03-02T03:51:28Z","nebula-progress","v2.0.1","1","arsnebula","0","2"
"False:Cv8DCrsBCpcBgP_-9wVdr6n0j__rjIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2MnpOLmtKWkNCMnpOLmtKZmpqbnZ6clNKblp6TkJj_AHN_jJ6Ti5rSlpDQjJ6Ti5rSmZqam52enJTSm5aek5CY_wD__hCwBCEE3QSQHTwbGVAAWgsJ6klqPmmVoRAQAmDzo7vAARINRG9jdW1lbnRJbmRleBr5AShBTkQgKElTICJjdXN0b21lcl9uYW1lIiAiYXBwZW5naW5lIikgKElTICJncm91cF9uYW1lIiAic35jdXN0b20tZWxlbWVudHMiKSAoSVMgIm5hbWVzcGFjZSIgIiIpIChJUyAiaW5kZXhfbmFtZSIgInJlcG8iKSAoQU5EIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSAoT1IgKFFUICJlbGVtZW50IiAicnRleHRfa2luZCIpIChJUyAicmF0b21fa2luZCIgImVsZW1lbnQiKSkpKToZCgwoTiBvcmRlcl9pZCkQARkAAAAAAADw_0oZCAE6EmJ0aV9nZW5lcmljX3Njb3JlckDoBw","1003","element","Polymer element which allow basic interaction with cordova applications.","https://avatars1.githubusercontent.com/u/1523379?v=3","1","2016-07-20T07:54:44Z","cordova-core","v1.2.0","0","adelarosab","0","1"
"","","element","The fanciest carousel of them all.","https://avatars0.githubusercontent.com/u/2166028?v=3","3","2017-03-22T19:54:26Z","fancy-carousel","v1.0.3","9","annsonn","4","1"
"","","element","An element providing geolocation for cordova applications.","https://avatars1.githubusercontent.com/u/1523379?v=3","1","2016-08-14T11:26:59Z","cordova-geolocation","v1.1.2","1","adelarosab","0","2"
"","","element","<cpol-currency> is a polymer currency generator tools. It convert your input amount to be currency formated.","https://avatars1.githubusercontent.com/u/3140815?v=3","1","2017-05-08T22:03:02Z","cpol-currency","v1.0.5","2","3mp3ri0r","0","1"
"","","element","A NodeCG dashboard element for selecting a position","https://avatars1.githubusercontent.com/u/13579775?v=3","2","2016-11-20T23:54:06Z","nodecg-position-select","v0.2.0","1","NodeCGElements","0","5"
"","","element","Serialize activities between web components using a FIFO queue.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-03-02T04:00:51Z","nebula-queue","v2.0.1","1","arsnebula","0","2"
"","","element","Element for recording list on acordeonl GUI","https://avatars2.githubusercontent.com/u/23447101?v=3","0","2016-11-18T07:41:18Z","recording-list","v1.0.1","0","acordeonl","0","12"
"","","element","null","https://avatars2.githubusercontent.com/u/139031?v=3","2","2016-12-16T19:33:15Z","polymer-zoomove","v0.0.2","2","qed42","0","2"
"","","element",":books: Translate text to ✨emoji ✨!","https://avatars2.githubusercontent.com/u/1369170?v=3","19","2017-07-04T08:25:03Z","emoji-translate","v1.0.2","685","notwaldorf","78","1"
"","","element","Web component: format number","https://avatars2.githubusercontent.com/u/286856?v=3","1","2017-03-05T17:18:22Z","format-num","v1.0.3","1","ArvinH","0","0"
"","","element","Web component displaying text with various effects","https://avatars2.githubusercontent.com/u/7150927?v=3","2","2017-05-20T19:23:02Z","cat-text","0.7.4","3","the-catalin","1","3"
"","","element","Apply flexbox styles using attributes.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-03-10T16:34:34Z","nebula-flexbox","v2.0.1","2","arsnebula","0","1"
"","","element","acordeonl recording player","https://avatars2.githubusercontent.com/u/23447101?v=3","0","2016-12-29T09:50:26Z","ac-player","v0.0.4","0","acordeonl","0","2"
"","","element","navigation bar for acordeonl play page","https://avatars2.githubusercontent.com/u/23447101?v=3","0","2016-11-18T08:42:47Z","navigation-bar","v0.1.1","0","acordeonl","0","1"
"","","element","Image Slider component with multiple options","https://avatars2.githubusercontent.com/u/7150927?v=3","2","2017-05-26T17:11:49Z","cat-slider","0.7.2","6","the-catalin","0","4"
"","","element","Accordion web component with various effects","https://avatars2.githubusercontent.com/u/7150927?v=3","1","2017-05-09T09:57:56Z","cat-accordion","0.7.4","3","the-catalin","0","3"
"","","element","Web component displaying an image with text effects","https://avatars2.githubusercontent.com/u/7150927?v=3","2","2017-03-05T09:22:07Z","cat-image","0.8.6","5","the-catalin","0","6"
"","","element","Instant I18N of raw HTML texts for Polymer","https://avatars3.githubusercontent.com/u/16043714?v=3","3","2017-04-17T02:22:08Z","i18n-behavior","2.0.0","10","t2ym","0","5"
"","","element","A dialog for submitting feedback accompanied by a screenshot.","https://avatars2.githubusercontent.com/u/13248138?v=3","2","2017-06-08T14:56:27Z","salte-feedback-dialog","1.1.1","4","salte-io","1","13"
"False:CvsDCrcBCpMBgP_-9wVdOjD0lv_6jIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2bnpGWmpPSnJCLi5CR0I-Qk4aSmo3Sk5CYmJqN_wBzf5uekZaak9KckIuLkJHQj5CThpKajdKTkJiYmo3_AP_-EMQEIQTdBJAdPBsZUABaCwnqSWo-aZWhEBACYPOju8ABEg1Eb2N1bWVudEluZGV4GvkBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmN1c3RvbS1lbGVtZW50cyIpIChJUyAibmFtZXNwYWNlIiAiIikgKElTICJpbmRleF9uYW1lIiAicmVwbyIpIChBTkQgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSkpOhkKDChOIG9yZGVyX2lkKRABGQAAAAAAAPD_ShkIAToSYnRpX2dlbmVyaWNfc2NvcmVyQOgH","1004","element","Fork this repo if you want to start your own Web Component using Polymer","https://avatars3.githubusercontent.com/u/7557694?v=3","15","2016-05-24T15:42:13Z","juicy-polymer-boilerplate","v0.1.4","0","Juicy","0","1"
"","","element","🌐🖱 A Web Component which holds the current scroll position","https://avatars1.githubusercontent.com/u/19766850?v=3","1","2017-06-14T11:30:57Z","scroll-position","v1.0.0","1","FlorianFe","0","0"
"","","element","<:purple_heart: /> A Polymer element for show your love!","https://avatars2.githubusercontent.com/u/7841344?v=3","2","2017-05-19T23:23:17Z","made-with-heart","0.1.1","17","simoneas02","5","1"
"","","element","A declarative implementation of NodeCG Replicants for use in Polymer 2. Works with NodeCG v0.9.x.","https://avatars1.githubusercontent.com/u/13579775?v=3","2","2017-06-01T20:36:53Z","nodecg-replicant","v1.0.0","0","NodeCGElements","0","1"
"","","element","Polymer V1 audio player using wavesurfer.js","https://avatars2.githubusercontent.com/u/3534427?v=3","1","2017-04-01T18:42:43Z","wave-player","0.0.2","5","Link2Twenty","1","3"
"","","element","Polymer element for the plotly.js library","https://avatars0.githubusercontent.com/u/919562?v=3","10","2017-07-04T01:19:47Z","plotly-plot","v0.5.0","13","ginkgobioworks","1","3"
"","","element","accordion ui element","https://avatars2.githubusercontent.com/u/23447101?v=3","0","2016-11-18T08:34:15Z","accordion","v1.0.3","0","acordeonl","0","4"
"","","element","Share SVG icon resources between custom elements.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-04-15T18:31:14Z","nebula-icons","v2.0.1","1","arsnebula","0","2"
"","","element","Masonry-like layout with no gaps","https://avatars3.githubusercontent.com/u/304910?v=3","1","2017-05-22T12:32:00Z","dry-stone-layout","v0.0.4","7","CaptainCodeman","1","2"
"","","element","Common styles for the Simpla ecosystem","https://avatars2.githubusercontent.com/u/17809461?v=3","2","2017-03-30T21:33:04Z","simpla-styles","v1.0.4","4","SimplaElements","1","1"
"","","element","Auth token handling for Polymer","https://avatars3.githubusercontent.com/u/304910?v=3","4","2017-06-20T15:09:45Z","auth-ajax","v0.0.4","13","CaptainCodeman","3","4"
"","","element","Element for interacting with the fetch api and queuing requests up if working offline","https://avatars2.githubusercontent.com/u/17813098?v=3","1","2017-04-15T20:30:55Z","fetch-element","v1.0.0","1","jordanfinners","0","1"
"","","element","A custom element for running mocha/chai tests","https://avatars1.githubusercontent.com/u/361671?v=3","0","2016-11-19T01:35:39Z","mocha-test","v2.0.4","1","matthewp","0","0"
"","","element","paper-article for layouting with color 🌈","https://avatars0.githubusercontent.com/u/26679886?v=3","1","2017-05-08T19:13:02Z","paper-article","v2.0.2","2","wasc-io","0","1"
"","","element","<:octocat:/> A Polymer element for Github Corner.","https://avatars1.githubusercontent.com/u/6748866?v=3","1","2017-04-17T15:28:16Z","github-corner","1.0.0","16","afonsopacifer","1","1"
"","","element","Polymer element that allows share data between non-relatives elements.","https://avatars0.githubusercontent.com/u/4243194?v=3","3","2017-03-21T21:44:14Z","global-variable","v0.1.4","4","trofrigo","1","1"
"","","element","An element wrapper for listening to save events and shipping off via ajax","https://avatars1.githubusercontent.com/u/26451082?v=3","2","2017-04-28T15:20:41Z","hax-ajax","0.0.5","0","LRNWebComponents","0","4"
"","","element","Show changelog like a boss","https://avatars0.githubusercontent.com/u/298994?v=3","1","2017-04-17T19:55:11Z","whats-new","v0.2.1","2","xliiv","0","4"
"","","element","A vanilla web component that adds a fallback url and logging function to an image","https://avatars2.githubusercontent.com/u/1824908?v=3","2","2017-06-04T20:21:33Z","better-img","1.0.4","2","pearlbea","1","0"
"","","element","A simple logging mixin for Polymer 2.0.","https://avatars3.githubusercontent.com/u/21035486?v=3","0","2017-05-12T23:03:50Z","polymer-logger","v1.0.1","1","daniel-cotton","0","0"
"False:CvEDCq0BCokBgP_-9wVbgbv0i__3jIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2SmJadnozQno-P0p6ci5aJmtKNkIqLmv8Ac3-SmJadnozQno-P0p6ci5aJmtKNkIqLmv8A__4Q2AQhBN0EkB08GxlQAFoLCepJaj5plaEQEAJg86O7wAESDURvY3VtZW50SW5kZXga-QEoQU5EIChJUyAiY3VzdG9tZXJfbmFtZSIgImFwcGVuZ2luZSIpIChJUyAiZ3JvdXBfbmFtZSIgInN-Y3VzdG9tLWVsZW1lbnRzIikgKElTICJuYW1lc3BhY2UiICIiKSAoSVMgImluZGV4X25hbWUiICJyZXBvIikgKEFORCAoT1IgKFFUICJlbGVtZW50IiAicnRleHRfa2luZCIpIChJUyAicmF0b21fa2luZCIgImVsZW1lbnQiKSkgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpKSk6GQoMKE4gb3JkZXJfaWQpEAEZAAAAAAAA8P9KGQgBOhJidGlfZ2VuZXJpY19zY29yZXJA6Ac","1004","element","A Polymer element providing a declarative way to swipe DOM elements with configurable underlays and trigger some action when the swiping is done. Integrates seamlessly with the <iron-list> element.","https://avatars2.githubusercontent.com/u/9221460?v=3","2","2017-06-04T18:54:24Z","swipe-action","v1.0.1","4","vguillou","5","3"
"","","element","An app heading element.","https://avatars3.githubusercontent.com/u/3613202?v=3","1","2017-04-28T15:00:20Z","app-section-head","v2.0.1","0","oyeharry","0","2"
"","","element","Shared behaviors to provide ""edit"" capabilities to any element, lrn or otherwise.","https://avatars1.githubusercontent.com/u/26451082?v=3","2","2017-04-17T18:57:17Z","hax-behaviors","0.0.14","0","LRNWebComponents","0","4"
"","","element","A polymer 2.0 element designed for page transitions in a carousel style","https://avatars1.githubusercontent.com/u/22820481?v=3","0","2017-06-06T14:59:31Z","sliding-pages","v0.0.3","3","alex-saunders","0","1"
"","","element","Cross document communication with frame content made easy","https://avatars1.githubusercontent.com/u/3390457?v=3","2","2017-06-04T15:39:02Z","x-frame","v1.0.0","4","vpusher","0","1"
"","","element","Polymer webcomponent that detects and notifies changes to the size of its content","https://avatars1.githubusercontent.com/u/1044471?v=3","2","2017-06-28T03:40:26Z","resize-aware","1.9.1","3","mlisook","0","1"
"","","element","Wrapper element for Intl.NumberFormat","https://avatars3.githubusercontent.com/u/16043714?v=3","1","2017-05-16T05:18:41Z","i18n-number","2.0.2","0","t2ym","0","2"
"","","element","Password input element with reveal button and strength indicator","https://avatars2.githubusercontent.com/u/1569127?v=3","3","2017-02-06T18:08:13Z","mist-password","1.0.2","2","mistio","0","4"
"","","element","A material design cookie consent.","https://avatars2.githubusercontent.com/u/28671340?v=3","0","2017-07-04T14:11:15Z","cookie-consent","2.0.2","7","Dabolus","1","6"
"","","element","null","https://avatars1.githubusercontent.com/u/17493074?v=3","4","2017-03-23T09:45:53Z","gfs-delivery-address","v1.0.0","1","GlobalFreightSolutions","0","1"
"","","element","Custom element to contain content within mock device 📱","https://avatars3.githubusercontent.com/u/119184?v=3","1","2017-05-26T18:07:25Z","mobile-first","v2.0.0","13","samthor","1","0"
"","","element","Polymer behaviour to help internationalize your application","https://avatars2.githubusercontent.com/u/11639138?v=3","15","2017-06-28T13:54:38Z","app-localize-behavior","v2.0.0","37","PolymerElements","41","3"
"","","element","Polymer 2.0 based web component to set Calendar Events, appointments, meetings etc.","https://avatars1.githubusercontent.com/u/11249240?v=3","1","2017-04-19T17:11:01Z","pf-calendar-events","0.1.6","3","PFElements","0","1"
"","","element","A collection of modular, reusable Web Components built upon Polymer","https://avatars0.githubusercontent.com/u/2982134?v=3","19","2017-06-18T21:30:34Z","strand","v4.4.0","124","MediaMath","45","9"
"","","element","Google Charts API web components","https://avatars2.githubusercontent.com/u/7328930?v=3","30","2017-07-02T20:16:56Z","google-chart","1.1.2","183","GoogleWebComponents","95","4"
"","","element","null","https://avatars0.githubusercontent.com/u/2660313?v=3","2","2017-04-17T21:47:46Z","promise-dialog","v0.1.0","2","jonsmithers","1","2"
"","","element","Polymer-based web component displaying a circular progress bar","https://avatars2.githubusercontent.com/u/368220?v=3","5","2017-07-01T21:04:20Z","progress-bubble","v1.3.1","33","tehapo","7","2"
"","","element","A Polymer element wrapping roslibjs's ROS object.","https://avatars3.githubusercontent.com/u/1175286?v=3","0","2017-05-17T04:41:43Z","ros-websocket","v3.0.1","0","jstnhuang","0","2"
"","","element","An element for calling ROS services using roslibjs.","https://avatars3.githubusercontent.com/u/1175286?v=3","0","2016-05-05T08:07:25Z","ros-service","v2.0.1","0","jstnhuang","0","2"
"","","element","Simple polymer element that selects active route from given app-routes","https://avatars0.githubusercontent.com/u/530319?v=3","1","2017-04-21T12:13:50Z","app-active-route","1.0.4","0","mgibas","0","1"
"False:Cu8DCqsBCocBgP_-9wVbNoT0nf_8jIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2ejYyRmp2Kk57QkZqdipOe0pOenZqT_wBzf56NjJGanYqTntCRmp2Kk57Sk56dmpP_AP_-EOwEIQTdBJAdPBsZUABaCwnqSWo-aZWhEBACYPOju8ABEg1Eb2N1bWVudEluZGV4GvkBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmN1c3RvbS1lbGVtZW50cyIpIChJUyAibmFtZXNwYWNlIiAiIikgKElTICJpbmRleF9uYW1lIiAicmVwbyIpIChBTkQgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSkpOhkKDChOIG9yZGVyX2lkKRABGQAAAAAAAPD_ShkIAToSYnRpX2dlbmVyaWNfc2NvcmVyQOgH","1004","element","Provide an area of related content / additional content for use in a larger page element.","https://avatars1.githubusercontent.com/u/26451082?v=3","2","2017-04-08T02:29:58Z","lrn-aside","0.0.9","0","LRNWebComponents","0","11"
"","","element","A set of icoomon icons for use with iron-icon","https://avatars0.githubusercontent.com/u/15013887?v=3","1","2017-06-03T01:53:08Z","icoomon-icons","1.0.0","1","alejandroledesma","0","3"
"","","element","Polymer elements for MQTT","https://avatars0.githubusercontent.com/u/10424911?v=3","5","2017-06-04T01:33:07Z","mqtt-elements","0.0.6-beta","20","mqttjs","2","1"
"","","element","A generic sign in button element implementing the Google Sign-In button guidelines","https://avatars2.githubusercontent.com/u/17465738?v=3","1","2017-03-27T09:21:55Z","signin-button","0.0.2","1","samthecodingman","0","6"
"","","element","Polymer 1.0 custom element for mapbox-gl-js. Uses WebGL to render interactive maps from vector tiles and Mapbox styles - compatible with deck-gl.","https://avatars2.githubusercontent.com/u/25222672?v=3","3","2017-04-29T15:27:08Z","mapbox-gl","1.0.7","2","PolymerVis","2","2"
"","","element","A NodeCG dashboard element to toggle the boolean state of a replicant","https://avatars1.githubusercontent.com/u/13579775?v=3","1","2016-02-23T00:47:12Z","nodecg-toggle","v0.2.0","0","NodeCGElements","1","2"
"","","element","The last tabs you'll ever need.","https://avatars1.githubusercontent.com/u/361671?v=3","0","2017-06-07T02:10:28Z","wow-tabs","v1.0.0","1","matthewp","0","0"
"","","element","Load and save data in the browser with Mozilla localForage.","https://avatars2.githubusercontent.com/u/23413940?v=3","1","2017-06-17T11:58:51Z","nebula-storage","v2.0.1","3","arsnebula","0","3"
"","","element","Paper Element for a speech recognition button","https://avatars3.githubusercontent.com/u/14953591?v=3","3","2017-03-04T00:34:50Z","paper-speech-rec-button","1.0.0","0","WebPaperElements","0","5"
"","","element","null","https://avatars1.githubusercontent.com/u/20990214?v=3","5","2017-02-09T10:54:56Z","cordova-geolocation","v0.0.1","0","cordova-elements","0","2"
"","","element","Polymer element that provides a Material Design divider.","https://avatars2.githubusercontent.com/u/13294419?v=3","1","2017-05-26T22:55:12Z","paper-divider","v2.0.0","4","wincinderith","1","1"
"","","element","null","https://avatars2.githubusercontent.com/u/15409440?v=3","7","2016-08-27T07:42:10Z","super-code","v1.0.0","0","super-elements","0","2"
"","","element","A Polymer element for formatting and manipulating numbers using Numeral.js.","https://avatars1.githubusercontent.com/u/896271?v=3","1","2017-05-22T11:17:30Z","numeral-js","v0.1.3","5","saeidzebardast","1","2"
"","","element","show json w/ syntax higlighting","https://avatars2.githubusercontent.com/u/17202389?v=3","2","2017-05-30T14:39:51Z","show-json","v1.0.1","2","ryanburns23","1","5"
"","","element","A web component that uses STRML/textFit to fit the text size to the available space","https://avatars0.githubusercontent.com/u/4738976?v=3","2","2017-05-27T21:17:39Z","textfit-div","1.0.1","10","Protoss78","2","4"
"","","element","[WIP] A useful calendar widget that you can use in various situations","https://avatars3.githubusercontent.com/u/19410489?v=3","1","2017-06-13T22:42:11Z","paper-calendar","v0.0.1","2","myfrom","1","3"
"","","element","A Material Design sharing button (Polymer 1.x)","https://avatars2.githubusercontent.com/u/26240641?v=3","2","2017-05-28T15:07:19Z","paper-share-button","2.1.0","7","Koada-os","4","5"
"","","element","Polymer widgets for embeding iframe widgets","https://avatars1.githubusercontent.com/u/24721410?v=3","1","2017-01-13T20:55:40Z","eiwos-widgets","v0.0.3","0","eiwos","0","1"
